DBA,ZIP,TYPE,CITY,YEAR_FIRST,YEAR_LAST,MONTH_FIRST,MONTH_LAST
KUSH GARDENS,80907.0,Med,Colorado Springs,2014,2014,4,5
KUSH GARDENS,80918.0,Med,Colorado Springs,2014,2014,4,5
KUSH GARDENS,81630.0,Rec,De Beque,2014,2022,12,10
Karmaceuticals,80223.0,Med,Denver,2022,2022,11,12
Kaya,80204.0,Med,Denver,2022,2022,7,12
Kaya Cannabis,80228.0,Med,Lakewood,2022,2022,11,12
Kind Care of Colorado,80525.0,"Med, Rec",Fort Collins,2022,2022,8,12
Kind Love Express,80239.0,Med,Denver,2022,2022,12,12
Krystaleaves,80022.0,Rec,Commerce City,2022,2022,8,12
Kush Gardens,81630.0,Rec,De Beque,2022,2022,11,12
L' Eagle,80223.0,Rec,Denver,2022,2022,3,3
L'EAGLE,80223.0,Rec,Denver,2014,2022,12,2
L?EAGLE,80223.0,Med,Denver,2014,2014,12,6
LA BODEGA,80223.0,"Rec, Med",Denver,2014,2022,12,12
LA CASA CANNA BIS INC,81152.0,"Med, Rec",San Luis,2016,2022,9,11
"LA CASA CANNA""BIS"" INC",81152.0,Med,San Luis,2014,2015,12,3
LA CASA CANNABIS II,81101.0,Med,Alamosa,2014,2022,12,12
LA CASA CANNABIS INC,81152.0,"Med, Rec",San Luis,2014,2016,2,4
LA CONTES COLNE BAR + DISPENSARY,80203.0,Med,Denver,2016,2016,12,12
LACONTE'S CLONE BAR & DISPENSARY,80203.0,Rec,Denver,2020,2022,7,3
LACONTE'S CLONE BAR & DISPENSARY,80216.0,Rec,Denver,2020,2022,7,3
LACONTES CLONE BAR & DISPENSARY,80203.0,"Med, Rec",Denver,2014,2022,12,12
LACONTES CLONE BAR & DISPENSARY,80216.0,"Rec, Med",Denver,2014,2022,12,12
LACONTES CLONE BAR + DISPENSARY,80216.0,Med,Denver,2014,2015,12,4
LAKESHORE CANNABIS,80214.0,Rec,Edgewater,2021,2022,1,12
LARSEN GROUP,80705.0,"Med, Rec",Log Lane Village,2014,2015,12,4
LARSEN GROUP II,80705.0,Rec,Log Lane Village,2015,2017,12,9
LAUGHING GRASS,80223.0,"Med, Rec",Denver,2018,2022,12,12
LBW CONSULTING GROUP,80239.0,"Med, Rec",Denver,2016,2019,9,4
LEAF,81611.0,Med,Aspen,2014,2014,2,1
LEAF ASPEN,81611.0,"Med, Rec",Aspen,2014,2015,12,8
LEAF ON THE MESA,81006.0,"Rec, Med",Pueblo,2015,2018,12,9
LEAFBASE,80237.0,Rec,Denver,2021,2022,12,9
LEAGLE,80223.0,Rec,Denver,2022,2022,4,12
LEIFFA,80214.0,"Med, Rec",Lakewood,2018,2022,4,12
LEMONADE,80216.0,"Med, Rec",Denver,2021,2022,7,12
LEVELS IV INC,80212.0,"Med, Rec",Denver,2018,2022,8,11
LEVELS IV INC,80226.0,"Med, Rec",Lakewood,2017,2022,9,6
LEVITY WELLNESS,80907.0,Med,Colorado Springs,2014,2022,12,7
LIFE FLOWER DISPENSARY,80246.0,"Rec, Med",Glendale,2016,2022,9,8
LIFE FLOWER DISPENSARY,802461315.0,Med,Glendale,2016,2017,9,9
LIGHTSHADE,80010.0,Rec,Aurora,2014,2022,12,10
LIGHTSHADE,80014.0,Rec,Aurora,2016,2022,9,8
LIGHTSHADE,80015.0,Rec,Aurora,2014,2015,12,10
LIGHTSHADE,80203.0,"Med, Rec",Denver,2015,2022,9,9
LIGHTSHADE,80204.0,Rec,Denver,2021,2022,7,12
LIGHTSHADE,80207.0,"Med, Rec",Denver,2017,2022,9,12
LIGHTSHADE,80210.0,"Med, Rec",Denver,2019,2022,8,12
LIGHTSHADE,80216.0,Rec,Denver,2016,2017,9,5
LIGHTSHADE,80218.0,Med,Denver,2015,2015,5,7
LIGHTSHADE,80219.0,"Med, Rec",Denver,2014,2016,12,4
LIGHTSHADE,80222.0,"Med, Rec",Denver,2020,2022,7,12
LIGHTSHADE,80232.0,"Med, Rec",Denver,2016,2022,11,10
LIGHTSHADE,80239.0,"Med, Rec",Denver,2014,2022,8,12
LIGHTSHADE,80247.0,"Med, Rec",Denver,2016,2022,10,12
LIGHTSHADE,80260.0,"Med, Rec",Federal Heights,2018,2022,12,8
LIGHTSHADE,80501.0,"Med, Rec",Longmont,2018,2018,4,9
LIGHTSHADE ,80232.0,Rec,Denver,2020,2022,9,12
LIGHTSHADE LABS,80203.0,Med,Denver,2015,2016,12,4
LIGHTSHADE LABS,80207.0,"Med, Rec",Denver,2014,2017,12,3
LIGHTSHADE LABS,80216.0,Rec,Denver,2015,2016,12,4
LIGHTSHADE LABS,80260.0,"Med, Rec",Federal Heights,2017,2018,9,9
LIT,80204.0,"Med, Rec",Denver,2018,2022,8,12
LIT,80210.0,Rec,Denver,2019,2022,9,12
LITTLE BROWN HOUSE,80210.0,"Med, Rec",Denver,2014,2022,8,7
LITTLE BROWN HOUSE ,80210.0,Med,Denver,2020,2022,9,7
LITTLE BROWN HOUSE DISPENSARY,80210.0,Med,Denver,2014,2016,12,2
LITTLE GREEN PHARMACY,80210.0,Med,Denver,2014,2022,3,12
LITTLE GREEN PHARMACY INC,80210.0,Med,Denver,2014,2019,12,7
LITTLE LEMON,80027.0,Rec,Louisville,2019,2020,8,11
LIVE GREEN CANNABIS,80214.0,"Med, Rec",Edgewater,2015,2020,12,12
LIVE GREEN CONSULTING,80209.0,Med,Denver,2014,2014,8,6
"LIVE GREEN CONSULTING,",80209.0,Med,Denver,2014,2014,3,1
LIVING ROSE WELLNESS,80904.0,Med,Colorado Springs,2019,2022,6,12
LIVING ROSE WELLNESS,80909.0,Med,Colorado Springs,2018,2019,4,5
LIVWELL,80011.0,Rec,Aurora,2020,2022,6,9
LIVWELL,80022.0,Rec,Commerce City,2021,2022,2,12
LIVWELL,80202.0,"Med, Rec",Denver,2016,2017,9,1
LIVWELL,80203.0,"Med, Rec",Denver,2016,2022,9,12
LIVWELL,80205.0,"Med, Rec",Denver,2014,2022,8,12
LIVWELL,80207.0,"Rec, Med",Denver,2016,2022,9,12
LIVWELL,80209.0,"Med, Rec",Denver,2014,2022,12,12
LIVWELL,80210.0,Rec,Denver,2020,2020,3,3
LIVWELL,80216.0,Med,Denver,2016,2017,9,5
LIVWELL,80220.0,"Rec, Med",Denver,2020,2022,6,12
LIVWELL,80223.0,"Med, Rec",Denver,2014,2022,12,12
LIVWELL,80226.0,Med,Lakewood,2014,2019,12,6
LIVWELL,80229.0,Med,Thornton,2021,2021,3,3
LIVWELL,80249.0,Rec,Denver,2020,2022,7,12
LIVWELL,80260.0,"Rec, Med",Federal Heights,2020,2022,2,6
LIVWELL,80304.0,Med,Boulder,2014,2016,12,4
LIVWELL,80513.0,"Med, Rec",Berthoud,2020,2022,7,8
LIVWELL,80524.0,"Med, Rec",Fort Collins,2019,2022,3,6
LIVWELL,80631.0,"Med, Rec",Garden City,2014,2022,12,12
LIVWELL,80705.0,Rec,Log Lane Village,2022,2022,6,8
LIVWELL,80905.0,Med,Colorado Springs,2014,2019,12,6
LIVWELL,80907.0,Med,Colorado Springs,2014,2022,12,12
LIVWELL,80909.0,Med,Colorado Springs,2020,2021,6,7
LIVWELL,80915.0,Med,Colorado Springs,2014,2022,12,10
LIVWELL,81004.0,Rec,Pueblo,2019,2022,3,6
LIVWELL,81008.0,"Med, Rec",Pueblo,2019,2022,4,12
LIVWELL,81082.0,Rec,Trinidad,2016,2022,9,10
LIVWELL,81321.0,Rec,Cortez,2018,2022,4,12
LIVWELL,81328.0,Rec,Mancos,2018,2022,4,10
LIVWELL,81630.0,Rec,De Beque,2016,2016,8,8
LIVWELL I,80631.0,"Rec, Med",Garden City,2014,2017,12,9
LIVWELL III,80223.0,Med,Denver,2015,2015,12,11
"LIVWELL III,",80223.0,Rec,Denver,2014,2014,12,5
LOCAL PRODUCT OF COLORADO,80204.0,"Med, Rec",Denver,2014,2022,12,12
LODO WELLNESS CENTER,80202.0,"Med, Rec",Denver,2014,2022,12,12
LONG GONE FARMS,81007.0,Med,Pueblo West,2020,2021,9,8
LOTUS MEDICAL,80202.0,Med,Denver,2014,2020,12,9
LOTUS MEDICAL,80207.0,Med,Denver,2020,2022,10,11
LOTUS MEDICAL,80223.0,Med,Denver,2014,2014,8,6
LOTUS MEDICAL II,80301.0,Med,Boulder,2015,2015,5,8
LOTUS MEDICAL II,80304.0,Med,Boulder,2014,2015,12,4
"LOTUS MEDICAL,",80223.0,Med,Denver,2014,2014,3,1
LOUD,80022.0,"Med, Rec",Commerce City,2018,2021,12,6
LOVA ARAPAHOE,80205.0,"Rec, Med",Denver,2020,2022,6,12
LOVA AURORA,80015.0,Rec,Aurora,2021,2022,3,11
LOVA CARBONDALE,81623.0,Rec,Carbondale,2022,2022,6,12
LOVA COLFAX,80206.0,Rec,Denver,2020,2022,8,12
LOVA DURANGO,81303.0,"Med, Rec",Durango,2021,2022,8,7
LOVA EDGEWATER,80214.0,"Med, Rec",Edgewater,2020,2022,8,12
LOVA SHERIDAN,80226.0,"Med, Rec",Denver,2022,2022,3,12
LOWELL GARDENS,80221.0,"Med, Rec",Denver,2021,2022,9,12
LUCKY DUCK CANNABIS,80226.0,"Med, Rec",Lakewood,2022,2022,3,3
LUCKY MONKEY BUDS,81082.0,"Med, Rec",Trinidad,2015,2022,12,6
LUCKY MONKEY BUDS II,81054.0,Rec,Las Animas,2020,2022,10,9
LUCKY SKY DISPENSARY,80231.0,Rec,Denver,2017,2018,9,5
LUCY SKY CANNABIS BOUTIQUE,80110.0,Rec,Sheridan,2018,2022,12,12
LUCY SKY CANNABIS BOUTIQUE,80210.0,"Med, Rec",Denver,2016,2022,12,2
LUCY SKY DISPENSARY,80210.0,"Med, Rec",Denver,2015,2016,12,4
LUCY SKY DISPENSARY,80231.0,"Med, Rec",Denver,2016,2019,9,10
LUSH,80223.0,"Med, Rec",Denver,2014,2021,12,12
LYONS FINEST CONFIDENTIAL CARE,80503.0,Med,Longmont,2014,2014,7,6
LYONS FINEST CONFIDENTIAL CARE,80540.0,Med,Lyons,2014,2018,12,3
La Bodega,80223.0,Med,Denver,2022,2022,7,12
Leaf on the Mesa,81006.0,Med,Pueblo,2015,2016,12,4
Leiffa,80214.0,Rec,Lakewood,2022,2022,8,12
Lemonade,80216.0,Rec,Denver,2022,2022,7,12
"Levels IV, Inc",80212.0,Rec,Denver,2022,2022,7,12
"Levels IV, Inc.",80226.0,"Med, Rec",Lakewood,2022,2022,7,12
Levity Wellness,80907.0,Med,Colorado Springs,2022,2022,11,12
Life Flower Dispensary,80246.0,"Rec, Med",Glendale,2022,2022,7,12
Lightshade,80010.0,Rec,Aurora,2022,2022,11,12
Lightshade,80014.0,Rec,Aurora,2022,2022,9,12
Lightshade,80203.0,Rec,Denver,2022,2022,10,12
Lightshade,80232.0,Med,Denver,2022,2022,11,12
Lightshade,80247.0,Med,Denver,2022,2022,11,12
Lightshade,80260.0,"Rec, Med",Federal Heights,2022,2022,9,12
Little Brown House,80210.0,Med,Denver,2016,2019,9,3
LivWell,80011.0,Rec,Aurora,2022,2022,10,12
LivWell,80020.0,Rec,Broomfield,2022,2022,7,12
LivWell,80205.0,Med,Denver,2022,2022,12,12
LivWell,80207.0,Med,Denver,2022,2022,7,12
LivWell,80211.0,"Med, Rec",Denver,2022,2022,10,12
LivWell,80220.0,"Med, Rec",Denver,2022,2022,10,12
LivWell,80222.0,"Med, Rec",Denver,2022,2022,10,12
LivWell,80235.0,"Med, Rec",Lakewood,2022,2022,10,12
LivWell,80260.0,Rec,Federal Heights,2022,2022,7,12
LivWell,80513.0,"Med, Rec",Berthoud,2022,2022,7,12
LivWell,80524.0,"Med, Rec",Fort Collins,2022,2022,7,12
LivWell,80705.0,Rec,Log Lane Village,2022,2022,9,12
LivWell,80915.0,Med,Colorado Springs,2022,2022,11,12
LivWell,81004.0,Rec,Pueblo,2022,2022,7,12
LivWell,81082.0,Rec,Trinidad,2022,2022,11,12
LivWell,81328.0,Rec,Mancos,2022,2022,11,12
LivWell,81630.0,Rec,De Beque,2016,2017,9,3
Livwell,80223.0,Med,Denver,2022,2022,11,12
Livwell,80631.0,Med,Garden City,2022,2022,11,12
LoDo Wellness Center,80202.0,Med,Denver,2022,2022,11,12
Lova Arapahoe,80205.0,Med,Denver,2022,2022,11,12
Lova Aurora,80015.0,Rec,Aurora,2022,2022,12,12
Lova Durango,81303.0,"Rec, Med",Durango,2022,2022,8,12
Lucky Monkey Buds,81082.0,Rec,Trinidad,2022,2022,7,12
Lucky Monkey Buds II,81054.0,Rec,Las Animas,2022,2022,10,12
M & M DISTRIBUTING,81082.0,Med,Trinidad,2016,2016,6,6
M&M DISTRIBUTING,81082.0,"Med, Rec",Trinidad,2014,2021,12,7
MAC,80246.0,Med,Glendale,2016,2017,9,5
MAGGIE'S FARM,80906.0,Med,Colorado Springs,2014,2014,1,1
MAGGIE'S FARM,80907.0,Med,Colorado Springs,2016,2022,8,12
MAGGIE'S FARM,81006.0,"Rec, Med",Pueblo,2016,2022,8,12
MAGGIE'S FARM,81007.0,Med,Pueblo West,2016,2022,8,12
MAGGIE'S FARM,81008.0,Rec,Pueblo,2020,2022,3,12
MAGGIE'S FARM,81054.0,"Med, Rec",Las Animas,2020,2021,8,7
MAGGIE'S FARM,81212.0,Med,Canon City,2016,2022,8,12
"MAGGIE'S FARM,",81212.0,Med,Canon City,2015,2016,12,4
MAGGIE?S FARM,80906.0,Med,Colorado Springs,2014,2014,8,6
MAGGIE?S FARM,81006.0,Rec,Pueblo,2014,2015,12,4
MAGGIES FARM,80829.0,"Rec, Med",Manitou Springs,2014,2022,12,12
MAGGIES FARM,80905.0,Med,Colorado Springs,2019,2022,7,7
MAGGIES FARM,80906.0,Med,Colorado Springs,2014,2019,12,6
MAGGIES FARM,80907.0,Med,Colorado Springs,2014,2022,12,4
MAGGIES FARM,81006.0,"Med, Rec",Pueblo,2015,2021,12,2
MAGGIES FARM,81007.0,"Med, Rec",Pueblo West,2014,2022,12,7
MAGGIES FARM,81008.0,Rec,Pueblo,2015,2020,12,2
MAGGIES FARM,81054.0,"Med, Rec",Las Animas,2021,2022,8,9
MAGGIES FARM,81212.0,Med,Canon City,2014,2020,12,2
MAGGIES FARM,81240.0,Med,Penrose,2014,2014,2,1
MAGGIES FARM ,81006.0,Rec,Pueblo,2020,2022,9,6
"MAGGIES FARM,",80907.0,Med,Colorado Springs,2014,2014,7,6
MAGIC CITY CANNABIS,80239.0,"Med, Rec",Denver,2020,2022,7,12
MAGIC CITY FARMS 2,80239.0,Med,Denver,2020,2021,12,5
MAGNOLIA ROAD CANNABIS CO,80301.0,"Med, Rec",Boulder,2016,2018,9,9
MAGNOLIA ROAD CANNABIS CO.,80020.0,Rec,Broomfield,2022,2022,5,12
MAGNOLIA ROAD CANNABIS COMPANY,80301.0,"Med, Rec",Boulder,2014,2022,12,9
MAGNOLIA ROAD CANNABIS COMPANY,81082.0,Rec,Trinidad,2016,2022,9,12
MAGNOLIA ROAD INC,80301.0,"Rec, Med",Boulder,2014,2016,12,4
MAIKOH HOLISTICS,80304.0,Rec,Boulder,2019,2022,3,7
MAIN STREET CANNABIS,81082.0,Rec,Trinidad,2015,2022,12,11
MAKENA,80210.0,Rec,Denver,2021,2022,4,12
MAKENA UNLIMITED,80210.0,"Med, Rec",Denver,2020,2022,12,8
MAMMOTH FARMS,80219.0,"Med, Rec",Denver,2020,2022,8,12
MAMMOTH FARMS,81301.0,Rec,Durango,2018,2021,12,11
MANA CANNABIS SUPPLY CO,80204.0,"Med, Rec",Denver,2021,2022,2,12
MARI MEDS,80903.0,Med,Colorado Springs,2019,2022,10,12
MARI MEDS INC,80903.0,Med,Colorado Springs,2014,2019,12,9
MARISOL THERAPEUTICS,81004.0,Rec,Pueblo,2019,2019,3,9
MARISOL THERAPEUTICS,81007.0,"Med, Rec",Pueblo West,2014,2020,4,12
"MARISOL THERAPEUTICS,",81007.0,"Med, Rec",Pueblo West,2014,2014,3,1
MARQUIS CANNABIS,80302.0,"Med, Rec",Boulder,2020,2020,1,8
MARQUIS CANNABIS ,80302.0,"Med, Rec",Boulder,2020,2022,9,12
MARTINS NATURAL MEDICINALS,81601.0,Rec,Glenwood Springs,2016,2021,9,6
MARY JANE'S HOUSE,80239.0,"Med, Rec",Denver,2018,2021,12,1
MARY JANES EMPIRE,80438.0,Rec,Empire,2022,2022,6,11
MARY'S,80467.0,Med,Oak Creek,2014,2014,4,6
MARYS,80467.0,Med,Oak Creek,2014,2015,12,3
MAYFLOWER GROUP,80218.0,Med,Denver,2018,2018,2,3
MC CAREGIVERS,80918.0,Med,Colorado Springs,2014,2020,12,2
MEADOWS,80210.0,Rec,Denver,2020,2021,4,10
MEDIBIS,80907.0,Med,Colorado Springs,2014,2017,12,1
MEDICAL CANNABIS & PARTNERS,80909.0,Med,Colorado Springs,2015,2022,12,12
"MEDICAL CANNABIS COLORADO,",80222.0,Med,Denver,2014,2014,8,6
MEDICAL HORTICULTURAL SERVICES,81301.0,Med,Durango,2014,2014,7,6
MEDICAL MARIJUANA CENTER OF CARBONDALE,81623.0,Med,Carbondale,2014,2015,12,3
MEDICAL MARIJUANA OF THE ROCKIES,80443.0,Med,Frisco,2014,2015,12,4
MEDICAL MJ SUPPLY,80033.0,Med,Wheat Ridge,2014,2016,12,1
MEDICAL TENT,80907.0,Med,Colorado Springs,2014,2017,12,1
MEDICINAL OASIS,80212.0,Rec,Mountain View,2014,2015,12,4
MEDICINAL OASIS,80222.0,"Med, Rec",Denver,2014,2015,12,8
MEDICINAL WELLNESS CENTER,80212.0,Med,Mountain View,2014,2014,1,6
MEDICINAL WELLNESS CENTER,802127336.0,Med,Mountain View,2014,2015,12,4
MEDICINE  MAN OF GLENWOOD SPRINGS,81601.0,Rec,Glenwood Springs,2015,2016,12,4
MEDICINE MAN,80014.0,Rec,Aurora,2016,2018,11,9
MEDICINE MAN,80239.0,"Med, Rec",Denver,2016,2022,9,12
MEDICINE MAN,800141011.0,Rec,Aurora,2016,2016,9,4
MEDICINE MAN ,80260.0,Rec,Thornton,2021,2022,12,12
MEDICINE MAN AURORA,80014.0,Rec,Aurora,2018,2022,12,11
MEDICINE MAN AURORA,800141011.0,Rec,Aurora,2014,2016,12,2
MEDICINE MAN DENVER,80239.0,"Med, Rec",Denver,2014,2022,12,11
MEDICINE MAN LONGMONT,80501.0,Rec,Longmont,2018,2022,4,8
MEDICINE MAN MEDICAL MARKET,80246.0,Rec,Glendale,2015,2016,12,2
MEDICINE MAN MEDICAL MARKET,802461315.0,Med,Glendale,2014,2016,12,2
MEDICINE MAN OF CORTEZ,81321.0,"Med, Rec",Cortez,2019,2022,10,12
MEDICINE MAN OF GLENWOOD SPRINGS,81601.0,Med,Glenwood Springs,2015,2015,3,4
MEDICINE MAN OF GLENWOOD SPRINGS- PARTNER COMPANY,81601.0,Med,Glenwood Springs,2014,2014,12,6
MEDICINE MAN THORNTON,80260.0,Rec,Thornton,2017,2021,9,11
MEDICINE MEN NATURAL REMEDY,81240.0,Med,Penrose,2014,2014,8,6
MEDUSACO,81089.0,Rec,Walsenburg,2018,2021,8,2
MESA GREENS,81006.0,Med,Pueblo,2015,2015,3,4
MESA ORGANICS,81006.0,"Med, Rec",Pueblo,2015,2020,12,5
MESA ORGANICS - LAS ANIMAS,81054.0,Rec,Las Animas,2019,2020,10,5
MESA ORGANICS - ORDWAY,81063.0,Rec,Ordway,2019,2020,1,5
MESA ORGANICS - ROCKY FORD,81067.0,Rec,Rocky Ford,2019,2020,8,5
MESA ORGANICS/PURPLEBEE'S,81006.0,Rec,Pueblo,2021,2021,9,9
METRO INC,80220.0,"Med, Rec",Denver,2014,2015,12,4
METROPOLIS MEDICAL,80239.0,Med,Denver,2014,2015,12,4
MHS,81301.0,Med,Durango,2014,2018,12,5
MIGHTY TREE,80211.0,"Med, Rec",Denver,2020,2022,1,12
MIGHTY TREE,80223.0,"Med, Rec",Denver,2017,2022,9,10
MILAGRO WELLNESS,80436.0,Rec,Dumont,2014,2015,12,4
MILE HIGH DISPENSARY,80203.0,Med,Denver,2014,2014,4,6
MILE HIGH DISPENSARY,80209.0,Med,Denver,2014,2014,8,9
MILE HIGH DISPENSARY,80232.0,"Med, Rec",Denver,2014,2022,12,12
MILE HIGH GREEN CROSS,80203.0,"Med, Rec",Denver,2014,2022,1,6
MILE HIGH HOLSITICS,80133.0,Med,Palmer Lake,2014,2014,8,6
MILE HIGH MEDICAL CANNABIS,80204.0,"Med, Rec",Denver,2014,2015,12,4
"MILE HIGH MEDICAL CANNABIS,",80204.0,"Med, Rec",Denver,2014,2014,3,1
MILE HIGH THERAPEUTICS,80219.0,Med,Denver,2014,2016,12,2
MILE HIGH VIBES,80110.0,Rec,Sheridan,2018,2018,4,5
MILE HIGH WELLNESS,80216.0,Med,Denver,2016,2016,1,1
MILE HIGH WELLNESS,80237.0,Med,Denver,2014,2015,12,11
MILE HIGH WELLNESS GREEN STREET,80223.0,Rec,Denver,2015,2019,12,4
MILE HIGH WELLNESS-GREEN STREET,80223.0,"Med, Rec",Denver,2014,2022,12,12
MIND BODY SPIRIT 2,80436.0,"Med, Rec",Dumont,2014,2017,3,5
MIND BODY SPIRIT 2,80452.0,Med,Idaho Springs,2014,2015,12,4
MIND BODY SPIRIT WELLNESS CLINIC,80226.0,Med,Lakewood,2014,2018,12,5
MIND BONDY SPIRIT DISPENSARY,80226.0,Med,Lakewood,2014,2014,10,9
MINDFUL,80011.0,Rec,Aurora,2015,2020,12,5
MINDFUL,80019.0,Rec,Aurora,2015,2018,12,5
MMD OF COLORADO,80205.0,Med,Denver,2014,2015,12,8
MMD OF COLORADO,80211.0,Med,Denver,2014,2015,12,8
MMJ 95,80918.0,Med,Colorado Springs,2016,2017,9,3
MMJ AMERICA CHEROKEE,80223.0,Med,Denver,2015,2019,12,10
MMJ AMERICA DOWNTOWN,80205.0,Med,Denver,2014,2015,12,8
MMJ AMERICA GOLDEN TRIANGLE,80204.0,"Med, Rec",Denver,2014,2019,8,10
MMJ AMERICA GOLDEN TRIANGLE,80223.0,"Med, Rec",Denver,2014,2015,12,11
MMJ AMERICA GOLDEN TRIANGLE,80226.0,Med,Denver,2019,2020,11,4
MMJ AMERICA SHERIDAN,80212.0,"Med, Rec",Denver,2015,2018,12,5
MMJ AMERICA UPTOWN,80205.0,"Rec, Med",Denver,2014,2020,12,1
MML,81632.0,Med,Edwards,2014,2015,12,4
MMRD,80203.0,"Med, Rec",Denver,2018,2019,4,10
MODERN MEDICINE,80903.0,Med,Colorado Springs,2017,2017,3,3
MONTE FIORE,81089.0,"Med, Rec",Walsenburg,2018,2019,4,5
MONTEM LABS,80420.0,Rec,Alma,2016,2017,9,5
MOTHER NATURES MIRACLE,80120.0,Med,Littleton,2014,2015,12,11
MOUNTAIN ANNIES,81301.0,Rec,Durango,2019,2022,5,11
MOUNTAIN ANNIES,81321.0,"Med, Rec",Cortez,2019,2020,6,2
MOUNTAIN ANNIES,81432.0,"Med, Rec",Ridgway,2019,2022,5,11
MOUNTAIN ANNIES,81433.0,Rec,Silverton,2019,2022,6,11
MOUNTAIN MED CLUB,80905.0,Med,Colorado Springs,2014,2018,12,3
MOUNTAIN MEDICINALS INC,80452.0,Rec,Idaho Springs,2014,2014,8,5
MOUNTAIN MEDICINALS RETAIL CENTER,80452.0,Rec,Idaho Springs,2020,2022,4,12
MOUNTAIN MEDICINALS WELLNESS CENTER,80452.0,Med,Idaho Springs,2014,2017,12,9
MOUNTAIN MEDICINIALS RETAIL CENTER,80452.0,Rec,Idaho Springs,2014,2020,12,3
MOUNTAIN STATES GROUP I,80011.0,Rec,Aurora,2014,2015,12,4
MR NICE GUYS,80216.0,"Rec, Med",Denver,2015,2019,12,10
MR. G,80239.0,"Med, Rec",Denver,2021,2022,2,4
MR. NICEGUYS,80216.0,Med,Denver,2015,2016,12,4
MR. NICEGUYS,80222.0,Med,Denver,2014,2015,12,4
MWCS,81639.0,Rec,Hayden,2020,2022,8,8
Maggie's Farm,80829.0,Rec,Manitou Springs,2022,2022,8,12
Maggie's Farm,80905.0,Med,Colorado Springs,2022,2022,8,12
Maggie's Farm,80907.0,Med,Colorado Springs,2022,2022,5,6
Maggie's Farm,81006.0,Rec,Pueblo,2022,2022,7,12
Maggie's Farm,81007.0,Rec,Pueblo West,2022,2022,8,12
Maggie's Farm,81054.0,"Rec, Med",Las Animas,2022,2022,10,12
Magnolia Road Cannabis Company,80301.0,"Med, Rec",Boulder,2015,2022,12,12
Maikoh Holistics,80304.0,Rec,Boulder,2022,2022,8,12
Mana Cannabis Supply Co,80204.0,Med,Denver,2022,2022,7,12
Medical MJ Supply,80033.0,Med,Wheat Ridge,2014,2016,12,1
Medicine Man,80014.0,Rec,Aurora,2022,2022,12,12
Medicine Man,80239.0,Med,Denver,2022,2022,12,12
Medicine Man ,80501.0,Rec,Longmont,2022,2022,9,12
Mighty Tree,80211.0,Med,Denver,2022,2022,7,12
Mighty Tree,80223.0,"Med, Rec",Denver,2022,2022,11,12
Mile High Green Cross,80203.0,Rec,Denver,2022,2022,7,12
Mindful,80019.0,Rec,Aurora,2015,2015,10,10
NATIVE BLEND CO.,80239.0,Rec,Denver,2014,2015,12,4
NATIVE ROOTS,80241.0,"Med, Rec",Thornton,2017,2017,9,9
NATIVE ROOTS ACADEMY,80909.0,Med,Colorado Springs,2015,2022,12,12
NATIVE ROOTS APOTHECARY,80202.0,"Med, Rec",Denver,2014,2019,12,10
NATIVE ROOTS ASPEN,81611.0,"Med, Rec",Aspen,2015,2022,12,12
NATIVE ROOTS BEAR VALLEY,80219.0,Med,Denver,2016,2016,8,8
NATIVE ROOTS BEAR VALLEY,80227.0,"Med, Rec",Denver,2016,2017,9,5
NATIVE ROOTS BOULDER,80302.0,Rec,Boulder,2014,2022,12,12
NATIVE ROOTS BY THE DANDELION,80302.0,Med,Boulder,2014,2014,3,1
NATIVE ROOTS COLORADO BLVD,80219.0,Rec,Denver,2019,2020,5,5
NATIVE ROOTS COLORADO BLVD,80246.0,Rec,Denver,2020,2022,6,12
NATIVE ROOTS COLORADO SPRINGS,80918.0,Med,Colorado Springs,2015,2022,12,12
NATIVE ROOTS DENVER AIRPORT,80249.0,"Med, Rec",Denver,2016,2022,9,12
NATIVE ROOTS DILLON,80435.0,Rec,Dillon,2015,2022,12,12
NATIVE ROOTS EDGEWATER,80214.0,"Med, Rec",Edgewater,2014,2022,12,11
NATIVE ROOTS FRISCO,80443.0,"Med, Rec",Frisco,2016,2022,11,12
NATIVE ROOTS GLENWOOD SPRINGS,81601.0,Rec,Glenwood Springs,2017,2018,9,3
NATIVE ROOTS HIGHLANDS,80211.0,"Med, Rec",Denver,2016,2022,9,12
NATIVE ROOTS LITTLETON,80123.0,"Med, Rec",Denver,2015,2022,11,12
NATIVE ROOTS LONGMONT,80501.0,"Med, Rec",Longmont,2014,2022,12,12
NATIVE ROOTS MORRISON,80219.0,"Med, Rec",Denver,2017,2017,11,11
NATIVE ROOTS NORTH DENVER,80216.0,Rec,Denver,2015,2022,12,7
NATIVE ROOTS SANTA FE,80223.0,"Med, Rec",Denver,2015,2022,12,8
NATIVE ROOTS SOUTH,80123.0,"Med, Rec",Denver,2015,2016,12,2
NATIVE ROOTS SOUTH,80223.0,"Med, Rec",Denver,2014,2015,12,8
NATIVE ROOTS SPEER,80202.0,"Med, Rec",Denver,2019,2020,11,1
NATIVE ROOTS SPEER,80203.0,"Med, Rec",Denver,2020,2022,11,12
NATIVE ROOTS SPEER,80220.0,"Rec, Med",Denver,2020,2020,2,10
NATIVE ROOTS SUMMIT,80443.0,"Med, Rec",Frisco,2014,2016,12,4
NATIVE ROOTS TEJON,80904.0,Med,Colorado Springs,2016,2019,11,2
